flasher_cmds,pos_cmd_0s,pos_cmd_1s
1 1 1 0 0 0 0 0 0 0 0 0,0.19999939999999997,0.14999949999999998
1 1 1 0 0 0 0 0 0 0 0 0,0.24999939999999998,0.14999949999999998
1 1 1 0 0 0 0 0 0 0 0 0,0.29999939999999997,0.14999949999999998
1 1 1 0 0 0 0 0 0 0 0 0,0.34999939999999996,0.14999949999999998
1 1 1 0 0 0 0 0 0 0 0 0,0.3999994,0.14999949999999998
1 1 1 0 0 0 0 0 0 0 0 0,0.19999939999999997,0.1999995
1 1 1 0 0 0 0 0 0 0 0 0,0.24999939999999998,0.1999995
1 1 1 0 0 0 0 0 0 0 0 0,0.29999939999999997,0.1999995
1 1 1 0 0 0 0 0 0 0 0 0,0.34999939999999996,0.1999995
1 1 1 0 0 0 0 0 0 0 0 0,0.3999994,0.1999995
1 1 1 0 0 0 0 0 0 0 0 0,0.19999939999999997,0.24999949999999999
1 1 1 0 0 0 0 0 0 0 0 0,0.24999939999999998,0.24999949999999999
1 1 1 0 0 0 0 0 0 0 0 0,0.29999939999999997,0.24999949999999999
1 1 1 0 0 0 0 0 0 0 0 0,0.34999939999999996,0.24999949999999999
1 1 1 0 0 0 0 0 0 0 0 0,0.3999994,0.24999949999999999
1 1 1 0 0 0 0 0 0 0 0 0,0.19999939999999997,0.2999995
1 1 1 0 0 0 0 0 0 0 0 0,0.24999939999999998,0.2999995
1 1 1 0 0 0 0 0 0 0 0 0,0.29999939999999997,0.2999995
1 1 1 0 0 0 0 0 0 0 0 0,0.34999939999999996,0.2999995
1 1 1 0 0 0 0 0 0 0 0 0,0.3999994,0.2999995
1 1 1 0 0 0 0 0 0 0 0 0,0.19999939999999997,0.3499995
1 1 1 0 0 0 0 0 0 0 0 0,0.24999939999999998,0.3499995
1 1 1 0 0 0 0 0 0 0 0 0,0.29999939999999997,0.3499995
1 1 1 0 0 0 0 0 0 0 0 0,0.34999939999999996,0.3499995
1 1 1 0 0 0 0 0 0 0 0 0,0.3999994,0.3499995
