flasher_cmds,pos_cmd_0s,pos_cmd_1s
7,0.22499939999999996,0.3249995
7,0.23499939999999997,0.3249995
7,0.24499939999999998,0.3249995
7,0.2549994,0.3249995
7,0.2649994,0.3249995
7,0.2749994,0.3249995
7,0.28499939999999996,0.3249995
7,0.29499939999999997,0.3249995
7,0.3049994,0.3249995
7,0.3149994,0.3249995
7,0.3249994,0.3249995
7,0.33499939999999995,0.3249995
7,0.34499939999999996,0.3249995
7,0.35499939999999996,0.3249995
7,0.3649994,0.3249995
7,0.3749994,0.3249995
7,0.3749994,0.3149995
7,0.3649994,0.3149995
7,0.35499939999999996,0.3149995
7,0.34499939999999996,0.3149995
7,0.33499939999999995,0.3149995
7,0.3249994,0.3149995
7,0.3149994,0.3149995
7,0.3049994,0.3149995
7,0.29499939999999997,0.3149995
7,0.28499939999999996,0.3149995
7,0.2749994,0.3149995
7,0.2649994,0.3149995
7,0.2549994,0.3149995
7,0.24499939999999998,0.3149995
7,0.23499939999999997,0.3149995
7,0.22499939999999996,0.3149995
7,0.22499939999999996,0.3049995
7,0.23499939999999997,0.3049995
7,0.24499939999999998,0.3049995
7,0.2549994,0.3049995
7,0.2649994,0.3049995
7,0.2749994,0.3049995
7,0.28499939999999996,0.3049995
7,0.29499939999999997,0.3049995
7,0.3049994,0.3049995
7,0.3149994,0.3049995
7,0.3249994,0.3049995
7,0.33499939999999995,0.3049995
7,0.34499939999999996,0.3049995
7,0.35499939999999996,0.3049995
7,0.3649994,0.3049995
7,0.3749994,0.3049995
7,0.3749994,0.29499949999999997
7,0.3649994,0.29499949999999997
7,0.35499939999999996,0.29499949999999997
7,0.34499939999999996,0.29499949999999997
7,0.33499939999999995,0.29499949999999997
7,0.3249994,0.29499949999999997
7,0.3149994,0.29499949999999997
7,0.3049994,0.29499949999999997
7,0.29499939999999997,0.29499949999999997
7,0.28499939999999996,0.29499949999999997
7,0.2749994,0.29499949999999997
7,0.2649994,0.29499949999999997
7,0.2549994,0.29499949999999997
7,0.24499939999999998,0.29499949999999997
7,0.23499939999999997,0.29499949999999997
7,0.22499939999999996,0.29499949999999997
7,0.22499939999999996,0.28499949999999996
7,0.23499939999999997,0.28499949999999996
7,0.24499939999999998,0.28499949999999996
7,0.2549994,0.28499949999999996
7,0.2649994,0.28499949999999996
7,0.2749994,0.28499949999999996
7,0.28499939999999996,0.28499949999999996
7,0.29499939999999997,0.28499949999999996
7,0.3049994,0.28499949999999996
7,0.3149994,0.28499949999999996
7,0.3249994,0.28499949999999996
7,0.33499939999999995,0.28499949999999996
7,0.34499939999999996,0.28499949999999996
7,0.35499939999999996,0.28499949999999996
7,0.3649994,0.28499949999999996
