sw_0,sw_1,nw_0,nw_1,se_0,se_1,ne_0,ne_1,w,h
0.05819,0.07788,0.05819,0.5571961999999999,0.5526,0.07788,0.5526,0.5571961999999999,0.0695,0.0602
